Адрес на 30.08.2021;Широта;Долгота;;;
Можайское ш., д.21 по ул.Беловежская, г. Москва;55.714364;37.393061;;;
Щелковское ш., д.74, из центра, г. Москва;55.810369;37.809839;;;
Щелковское ш., д.81, в центр, г. Москва;55.8109;37.812885;;;
Дмитровское ш., д.107, к.3Б, г. Москва;55.879915;37.544901;;;
ул.Дорожная, д.27Б, с.4, в центр, г. Москва;55.577369;37.608352;;;
ул.Краснопрудная, д.26/1, в центр, г. Москва;55.780005;37.667427;;;
Волгоградский просп., д.35, в центр, г. Москва;55.722384;37.696503;;;
ул.Маршала Катукова, д.19, от ул.Таллинская, г. Москва;55.807042;37.408834;;;
Центральный просп., к.435А, к Центральному проспекту, г. Зеленоград, г. Москва;55.996554;37.211809;;;
МКАД 35 км, внешняя сторона, д.22А, по ул.Старобитцевская, г. Москва;55.579702;37.577502;;;
ул.Краснопрудная, д.13А, в центр, г. Москва;55.779994;37.667034;;;
Варшавское ш., д.9, в центр(трамвайные пути), г. Москва;55.700841;37.62127;;;
Энтузиастов ш., д.56, из центра, г. Москва;55.761309;37.767909;;;
ул.Стромынка, д.27, г. Москва;55.794874;37.701225;;;
ул.Константина Царева, д.14, к Ленинградскому ш., г. Москва;55.813743;37.496262;;;
Панфиловский просп., к.161, г. Зеленоград, г. Москва;56.007762;37.201027;;;
ул.Лодочная, д.35, с.39, к ул.Свободы, г. Москва;55.836561;37.451138;;;
ул.Стромынка, д.20, из центра, г. Москва;55.794549;37.700866;;;
Андропова просп., Нагатинский мост,из центра, МГТ № 114, г. Москва;55.682284;37.664498;;;
МКАД 106 км, внешняя сторона, напротив д.20А, с.1 по ул.16-я Парковая, г. Москва;55.805741;37.839723;;;
ул.Мневники Нижн., д.13А, дер.Терехово, в сторону ул.Народного ополчения, г. Москва;55.750374;37.450333;;;
Открытое ш., д.20, с.1, в центр, г. Москва;55.819589;37.74838;;;
ул.Новорогожская, напротив д.27, г. Москва;55.737829;37.695132;;;
МКАД 17 км, внутренняя сторона, д.1, с.3 по 2-му Капотнинскому проезду, г. Москва;55.638219;37.815594;;;
ул.Батайская, к Северному путепроводу, МГО № 8, г. Москва;55.681843;37.731754;;;
Андропова просп., Нагатинский мост, в центр, МГТ № 67, г. Москва;55.689652;37.665839;;;
Вернадского просп., д.3А, г. Москва;55.703789;37.550612;;;
Андропова просп., д.10, к.3, из центра, г. Москва;55.691541;37.665686;;;
Волгоградский просп., выезд на Остаповский путепровод, из центра, МГО № 222, г. Москва;55.718835;37.703856;;;
ул.Юных Ленинцев, д.34, г. Москва;55.700961;37.755611;;;
ул.Тимирязевская, д.39, из центра, г. Москва;55.829699;37.553211;;;
ул.Борисовские Пруды, д.29А, к Каширскому ш., г. Москва;55.635312;37.728132;;;
ул.Енисейская, вл.5а по Новому Беринговому пр-ду,в центр, г. Москва;55.856642;37.662015;;;
Зеленоград, поезд 657 к.1620( от ул. Каменка), г. Зеленоград, г. Москва;55.970184;37.156527;;;
Ленинградский просп., д.22, дублер, из центра, г. Москва;55.781858;37.574697;;;
ул.Кировоградская, напротив д.19, к.1, из центра, г. Москва;55.605839;37.600953;;;
Ореховый бул., д.39, к.1, к Каширскому ш., г. Москва;55.613763;37.739138;;;
Даниловская наб., напротив д.6, к.3, в центр, г. Москва;55.707987;37.639601;;;
Свободный просп., д.9, к.4, к ш. Энтузиастов, г. Москва;55.763116;37.822008;;;
Варшавское ш., д.125, с.15, в центр, г. Москва;55.625456;37.616631;;;
Новокуркинское ш., напротив д.51, г. Москва;55.910478;37.390084;;;
Сколковское ш., МКАД, из центра, г. Москва;55.700783;37.397373;;;
Рязанский просп., д.2, по 2-му Карачаевскому пр-ду (движение в центр), г. Москва;55.728353;37.753693;;;
ул.Кировоградская, д.10, к.1, из центра, г. Москва;55.624552;37.609813;;;
Волоколамское ш., д.28, в центр, МГТ № 85, г. Москва;55.811667;37.480988;;;
Варшавское ш., д.91, с.8, в центр, г. Москва;55.650581;37.619792;;;
Киевское ш. 29 км 070м, в центр , Московский п-е, г. Москва;55.596127;37.305666;;;
Бунинская аллея, напротив д.84 по ул. Южнобутовская, г. Москва;55.534846;37.515984;;;
ул.Южнобутовская, д.80, из центра, г. Москва;55.534105;37.517619;;;
Панфиловский пр-т - Филаретовская ул., движение от ст. Крюково к ул. Болдов ручей, напротив ГСК 12 район, г. Москва;55.991888;37.18671;;;
ул.Новослободская, д.50/1, с.2, (движение из центра), г. Москва;55.787501;37.593498;;;
Андропова просп., д.38, г. Москва;55.673959;37.662388;;;
Мира просп., д.184, к.1, г. Москва;55.828649;37.649851;;;
Панфиловский пр-т - пр-т Генерала Алексеева, к станции Крюкова, г. Москва;56.007481;37.200387;;;
Бородинский мост, напротив д.7 по ул.Смоленская, г. Москва;55.745322;37.57599;;;
Киевское ш. 19 км 100 м, из центра, Московский п-е, г. Москва;55.632805;37.444632;;;
ТТК, внутренняя сторона, дублер, напротив д.38, с.2 по Бережковской наб., г. Москва;55.733125;37.543591;;;
ул.Свободы, д.2, с.2, к Волоколамскому шоссе, г. Москва;55.822644;37.450754;;;
Свободный просп., напротив д. 37/18 движение к ул. Вишняковской, г. Москва;55.749212;37.815857;;;
Ломоносовский просп., д.3, к.1, к Ленинскому просп., г. Москва;55.685313;37.550258;;;
Мира просп., дублер, напротив д.146, в центр, г. Москва;55.822021;37.64204;;;
Волоколамское ш., д.88, к.1, в центр, г. Москва;55.8228;37.440025;;;
Севастопольский просп., из центра, МГТ № 178, г. Москва;55.64245;37.553948;;;
МКАД 92 км, внешняя сторона, МГО № 268, г. Москва;55.894682;37.693766;;;
ул.26-Ти Бакинских Комиссаров, д.3, к.1, г. Москва;55.658589;37.489177;;;
Бутырский вал, (напротив д.68/70 стр 2 в центр), г. Москва;55.78905;37.588237;;;
Суворовская пл., д.2, с.1, г. Москва;55.781926;37.616052;;;
Звенигородское ш., д.19/2, с.26 по 1-му Силикатному проезду, г. Москва;55.769491;37.510363;;;
Звенигородское ш., из центра, МГО № 55, г. Москва;55.769895;37.509442;;;
Ленинский просп., у д.2 по ул.Удальцова, из центра , г. Москва;55.671749;37.520957;;;
ул.Лобачевского, д.44, г. Москва;55.669289;37.499543;;;
ул.Люсиновская, д.6, г. Москва;55.726704;37.62293;;;
МКАД 33 км, внутренняя сторона, д.29, с.1 по ул.Дорожная, г. Москва;55.575544;37.607769;;;
МКАД 9 км, внутренняя сторона, вл.1, к.5 по Самаркандскому бульвару, г. Москва;55.705083;37.833041;;;
Варшавское ш., д.125Ж, с.9, г. Москва;55.62311;37.615532;;;
ТТК, внешнее кольцо 150м. перед въездом в Кутузовский тоннель, г. Москва;55.744488;37.533387;;;
Варшавское ш., д.131, к.1, в центр, г. Москва;55.60535;37.606974;;;
Георгиевский просп., к.1650, к ул. Каменка, г. Зеленоград, г. Москва;55.970008;37.159939;;;
Пятницкое ш., д.32, с.1, из центра, г. Москва;55.851374;37.365372;;;
ул.Чертановская, д.39, к.1, в центр, г. Москва;55.609444;37.591185;;;
МКАД 44 км ДИТ (внутренее колько), г. Москва;55.6358;37.463543;;;
ул.Борисовские Пруды, д.12, к.1, к Люблинской ул., г. Москва;55.636568;37.741943;;;
ул.Чертановская, д.44, к.1, из центра, г. Москва;55.609223;37.590761;;;
"Московский просп., к.606, ост.""Спортивная школа "", от Сосновой ал., г. Зеленоград, г. Москва";55.99359;37.228436;;;
МКАД 44 км, от Ленинского пр-та, внешнее кольцо, Мосрентген п-е, г. Москва;55.635724;37.463112;;;
ТТК, Нижегородская эстакада, внешняя сторона, МГО № 1495, г. Москва;55.738215;37.697862;;;
ТТК, внутренняя сторона, д.84, с.6 по ул.Рабочая, г. Москва;55.73821;37.697576;;;
МКАД 92 км, внутренняя сторона, МГО № 274, г. Москва;55.894015;37.697807;;;
Олимпийский просп., напротив д.56, с.1 по ул. Сущевский вал, в центр, г. Москва;55.791949;37.622299;;;
Панфиловский просп., д.1, г. Зеленоград, г. Москва;56.004001;37.197639;;;
Панфиловский просп., к.1101, от Ленинградского ш., г. Зеленоград, г. Москва;55.992738;37.187152;;;
Сосновая аллея к.601 к Московскому пр-ту, г. Москва;55.988924;37.225582;;;
Алтуфьевское ш., д.13, к.2, в центр, г. Москва;55.853582;37.584522;;;
ТТК, внешняя сторона, д.2, с.1 по 1-му Сетуньскому проезду, г. Москва;55.732017;37.543417;;;
Свободный просп., д.16А, к Зеленому пр-ту, г. Москва;55.753259;37.817657;;;
Фрунзенская наб., напротив д.32, в центр, г. Москва;55.723806;37.588379;;;
Центральный просп., к.439, к Солнечной аллеее, г. Зеленоград, г. Москва;55.993214;37.213942;;;
ул.Кировоградская, д.19, к.1, в центр, г. Москва;55.605995;37.601142;;;
МКАД 53 км. МГО №226 (внутреннее кольцо), г. Москва;55.706504;37.393074;;;
Болотная наб., д.9, с.1, г. Москва;55.740824;37.611521;;;
Панфиловский просп., к.931, от Солнечной аллеи, г. Зеленоград, г. Москва;55.982774;37.178949;;;
Строгинское ш., д.33, к.6, по ул. Исаковского, из центра, г. Москва;55.804209;37.422369;;;
Коровинское ш., д.13, к.1, в центр, г. Москва;55.870267;37.534268;;;
Нахимовский просп., д.63, г. Москва;55.679566;37.559309;;;
ТТК, внутренняя сторона, д.5/19, г. Москва;55.760593;37.535005;;;
Генерала Алексеева просп., напротив к.250, к Панфиловскому пр-ту, г. Зеленоград, г. Москва;56.005835;37.204231;;;
МКАД 51 км, внутренняя сторона, 360 метров после проспекта Генерала Дорохова, г. Москва;55.686303;37.415603;;;
Берсеневская наб., д.12, с.1, г. Москва;55.742315;37.609011;;;
Чечерский проезд, д.22, из центра, г. Москва;55.538411;37.54343;;;
Коровинское ш., вл.10, г. Москва;55.870757;37.533589;;;
Рублево-Успенское ш., из цетра, г. Москва;55.764462;37.36666;;;
ул.Новослободская, д.55, с.1, в центр, г. Москва;55.787344;37.59319;;;
ул.Мневники Нижн., д.13А, дер.Терехово, в сторону ул.Крылатская, г. Москва;55.750571;37.450987;;;
"МКАД 25 км, внутренняя сторона, напротив ООТ ""Каширское шоссе"", г. Москва";55.589861;37.72448;;;
Киевское ш., 18 км. 650 м, П-опора, в центр, Мосрентген п-е, г. Москва;55.631316;37.440109;;;
Нахимовский просп., д.25, к.1, г. Москва;55.668363;37.589754;;;
Ленинградский просп., д.36, дублер, из центра, г. Москва;55.78927;37.558372;;;
Сосновая аллея, д.2, с.8 по ул.Каштановая аллея, г. Зеленоград, г. Москва;55.984684;37.239019;;;
Ломоносовский просп., д.17, к Ленинскому просп., г. Москва;55.690603;37.540523;;;
Солнечная аллея, к.820, к Панфиловскому пр-ту, г. Зеленоград, г. Москва;55.979913;37.185935;;;
ул.Свободы, напротив д.79, г. Москва;55.863312;37.448486;;;
МКАД 53 км, внешняя сторона, МГО № 220, г. Москва;55.698721;37.403098;;;
ул.Заводская, д.18, с.8, г. Зеленоград, г. Москва;55.974427;37.1833;;;
ул.Вешняковская, напротив д.2А по ул.Кетчерская, г. Москва;55.740764;37.816456;;;
МКАД 13 км, внутренняя сторона, 160 метров до вл.2, г. Москва;55.669313;37.836909;;;
ул.Череповецкая, д.6, г. Москва;55.898219;37.566719;;;
Варшавское ш., д.95, дублер, в центр, г. Москва;55.636265;37.620521;;;
ул.Якиманка Б., д.54, из центра, г. Москва;55.73137;37.611935;;;
ТТК, внешняя сторона, д.1, по Андреевской наб., г. Москва;55.713273;37.57799;;;
Обособленное трамвайное полотно у д.6 по Ленинградскому ш. от ул. К. Волкова, г. Москва;55.815056;37.503744;;;
Осташковское ш.-МКАД,д.1,в центр, г. Москва;55.899482;37.670724;;;
Бесединское ш., въезд(выезд) в с.Беседы, г. Москва;55.616876;37.787197;;;
Мира просп., д.5, по Рижской площади, МГО № 9, г. Москва;55.795158;37.634369;;;
ул.Горбунова, съезд 54В МКАД, г. Москва;55.723554;37.380121;;;
Измайловское ш., д.73, с.2, г. Москва;55.788528;37.763098;;;
ул.Филевская Б., д.16, из центра, г. Москва;55.74972;37.50298;;;
ул.Москворечье, у д.7, с.5, г. Москва;55.64882;37.64703;;;
ул.Героев Панфиловцев, д.1/2 к бульвару Яна Райниса, г. Москва;55.851949;37.439086;;;
ул.Полярная, напротив д.30 корп.1 к ул. Молодцова, г. Москва;55.883149;37.640263;;;
"ул.Нижние Мнёвники, 80 метров до ООТ ""Улица Нижние Мнёвники, 62"", движение от ул.Крылатская, г. Москва";55.757569;37.464172;;;
ул.Борисовские Пруды, д.1, с.72, к Каширскому шоссе, г. Москва;55.635751;37.705771;;;
ул.Борисовские Пруды, д.13, к.1, к Каширскому шоссе, г. Москва;55.635471;37.719081;;;
Фрунзенская наб., напротив д.2/1, г. Москва;55.734172;37.597422;;;
ул.Туристская, д.13, к.2, к б-ру Яна Райниса, г. Москва;55.850334;37.422612;;;
Проектируемый 1980-Й проезд, напротив д.42, с.2 по Озерной улице, г. Москва;55.672987;37.446345;;;
ул.Летчика Бабушкина, напротив д.1, к.3, г. Москва;55.85423;37.672063;;;
Саввинская наб., напротив д.12, с.8 по Б. Саввинскому пер., г. Москва;55.732891;37.561057;;;
ТТК, внешняя сторона, д.11, с.38, по ул. Золоторожский вал, г. Москва;55.749313;37.698598;;;
ул.Красная Пресня, д.24, из центра, г. Москва;55.761991;37.569256;;;
Дмитровское ш., д.23, к.1, в центр, г. Москва;55.82375;37.572566;;;
ул.Рябиновая, д.55, с.2, МГО № 179, г. Москва;55.691044;37.426611;;;
Мира просп., д.73, в центр, г. Москва;55.788804;37.634659;;;
ул.Косыгина, д.9, в центр, г. Москва;55.706774;37.567692;;;
ул.Авиаконструктора Микояна, напротив д.45Г корп.54 (МГО N48), к Ходынскому б-ру, г. Москва;55.791512;37.532923;;;
ул.Поляны, вл.3А, с.2, г. Москва;55.563639;37.557533;;;
ул.Липецкая, д.36/20, из центра, г. Москва;55.584513;37.678995;;;
Большой Москворецкий мост, к Софийской наб., г. Москва;55.748597;37.624393;;;
Пятницкое ш., д.6, г. Москва;55.836761;37.387712;;;
Дмитровское ш., д.1, к.1, г. Москва;55.811115;37.578859;;;
МКАД,100км 400м, внешняя сторона, МГО № 160, г. Москва;55.841481;37.805988;;;
ул.Верхние Поля, МКАД (из центра), г. Москва;55.656495;37.843809;;;
Москворецкая наб., напротив д.2А, из центра, г. Москва;55.747858;37.638783;;;
ул.Шарикоподшипниковская, д.32, из центра, г. Москва;55.716774;37.677576;;;
Волгоградский просп., д.103, к.1, в центр, г. Москва;55.706877;37.755238;;;
ул.Мнёвники, д.12, г. Москва;55.773116;37.490016;;;
ул.Мнёвники, д.25, г. Москва;55.774265;37.480584;;;
Новодевичья наб., на пересечении с Новодевичьим пр-ом, г. Москва;55.730253;37.556469;;;
Боровское ш., д.2, к.7, из центра, г. Москва;55.660495;37.415107;;;
Дмитровское ш., д.64, к.3, г. Москва;55.856456;37.561497;;;
ул.Знаменские Садки, д.5, к бульвару Дмитрия Донского, г. Москва;55.573041;37.571809;;;
ул.Академика Королева, д.15, г. Москва;55.821435;37.613754;;;
ул.Рябиновая, д.18, к.1, из ЦЕНТРА, г. Москва;55.709994;37.421738;;;
Саввинская наб., д.3, г. Москва;55.73886;37.570497;;;
Купавенский Б. проезд, д.10, г. Москва;55.77719;37.819407;;;
Волгоградский просп., д.116, к.1, из центра, г. Москва;55.70382;37.7773;;;
ул.Енисейская, д.40, из центра, г. Москва;55.87794;37.66889;;;
Нагатинская наб., напротив д.12, к.2, в центр, г. Москва;55.68398;37.64706;;;
Маршала Жукова просп., (дублер), вл.17, стр.3 по ул. Маршала Прошлякова, из центра, г. Москва;55.78782;37.384211;;;
ТТК, внутр. сторона, Чурская эстакада, напротив вл.2, с.4 по Загородному ш., г. Москва;55.701298;37.612085;;;
ТТК, внутреннее кольцо, съезд на Нижегородскую ул., из центра, г. Москва;55.736609;37.698451;;;
ул.Лодочная, д.1, с.1, от ул. Свободы, г. Москва;55.837627;37.438236;;;
ул.Фридриха Энгельса, д.25, в центр, г. Москва;55.773824;37.684866;;;
ул.Поляны, вл.2, г. Москва;55.57019;37.5614;;;
Боенский проезд, д.9, в центр, г. Москва;55.733555;37.698652;;;
Центральный просп., стадион МИЭТ, к Солнечной аллее, г. Зеленоград, г. Москва;55.984481;37.211363;;;
ул.Подольских Курсантов, д.24, с.2, из центра, г. Москва;55.596137;37.635997;;;
Ветеранов просп., вл.10 по ул.Большая Оленья, г. Москва;55.808641;37.697569;;;
Садовое кольцо(внутр), Крымский пр-д, у д.53/2, с1 по ул.Остоженка, г. Москва;55.735041;37.595881;;;
МКАД, 33км 870, внутренняя сторона, П-опора, г. Москва;55.57924;37.580761;;;
ул.Вавилова, д.21, с.2, в центр, г. Москва;55.699685;37.575838;;;
ул.Боженко, д.9, П-опора, г. Москва;55.731915;37.405609;;;
ул.Николая Старостина, МКАД (из центра), г. Москва;55.731342;37.845794;;;
пос. Рассудово, Киевское ш., 57км 110м, в область, г. Москва, п. Рассудово, Новофедоровское п-е, г. Москва;55.471543;36.929604;;;
МКАД, 52 КМ, напротив МГО 201 от Троекуровского пр-да (внутренее кольцо), г. Москва;55.699829;37.402177;;;
Сколковское ш.-МКАД (внешняя сторона), г. Москва;55.701811;37.399526;;;
Волоколамское ш., д.104,  из центра, напротив вл.77, г. Москва;55.826204;37.427277;;;
Волгоградский просп., д.139, в центр, г. Москва;55.704348;37.774479;;;
Вышеславцев 1-Й пер., д.8, в центр, г. Москва;55.791288;37.605726;;;
Новоясеневский просп., д.4, с.9, выезд из автостанции «Тёплый Стан», г. Москва;55.61617;37.51071;;;
Михалковский путепровод, д.57, к.1 по ул.Михалковская, в центр, г. Москва;55.841268;37.522574;;;
ул.Туристская, д.33, к.2, с.1, г. Москва;55.858665;37.419503;;;
ул. Александры Монаховой, 4 км 300м от Калужского ш., г. Москва;55.548379;37.486199;;;
д. Чириково, д. 5А, Калужское ш., из центра, МГО № 553, Краснопахорское п-е, г. Москва;55.394226;37.232959;;;
ул.Никулинская, д.2, г. Москва;55.665631;37.46367;;;
с. Ознобишино, Варшавское ш., напротив д. 30, из центра, Щаповское п-е, г. Москва;55.401221;37.449651;;;
Алтуфьевское ш., д.91, в центр, г. Москва;55.897362;37.586832;;;
МКАД, 102км, внешн. сторона, съезд из квартала Абрамцево, г. Москва;55.830454;37.830101;;;
ул.Михайлова, д.8, к улице Коновалова, г. Москва;55.728275;37.764618;;;
1-Й мкр, д.5Б, от Киевского ш., г. Московский, Московский п-е, г. Москва;55.605263;37.35501;;;
ул.Пришвина, д. 72 по Алтуфьевскому ш., г. Москва;55.889708;37.587688;;;
ул.Декабристов, д.43, г. Москва;55.860075;37.617889;;;
ул.Маршала Савицкого, напротив д.32, г. Москва;55.502588;37.604286;;;
Университетский просп., д.25, г. Москва;55.71583;37.518775;;;
ул.Вагоноремонтная, д.26, г. Москва;55.900122;37.519371;;;
Серебрякова проезд, д.16, г. Москва;55.847593;37.660607;;;
Московский просп., корпус 513, г. Зеленоград, г. Москва;55.996905;37.236695;;;
Локомотивный проезд, напротив д. 3, г. Москва;55.83873;37.576878;;;
ул.Новаторов, д.5, г. Москва;55.663728;37.526213;;;
ул.Филевская Б., д.6, г. Москва;55.751982;37.510999;;;
ул.Народного Ополчения, д.40, к.1, от пр-та Маршала Жукова, г. Москва;55.79011;37.48816;;;
ул.Реутовская, д.2/1, пересечение с ул. Кетчерская, г. Москва;55.743545;37.832632;;;
Можайское ш., д.6, к.1, из центра, МГО № 005, г. Москва;55.721802;37.440584;;;
ул.Народного Ополчения, напротив д.40, к.1, к пр-ту Маршала Жукова, г. Москва;55.79016;37.4878;;;
Тверская Застава пл., у д. 29, стр.1 по 1-ой Тверской-Ямской ул., г. Москва;55.776265;37.584948;;;
Дмитровское ш., дублер, напротив д.165Б, из центра, г. Москва;55.916326;37.544907;;;
Бесединское ш., напротив д.16, корп.6 по ул. Борисовские пруды,из центра, г. Москва;55.632684;37.750453;;;
Комсомольский просп., д.49, дублер, в центр, г. Москва;55.719306;37.571974;;;
ул.Товарищеская, напротив д.3, по ул. Веселая, г. Москва;55.620132;37.668084;;;
Вешняковский путепровод, д.15 с1 по аллее 1-й Маевки, г. Москва;55.724285;37.797881;;;
съезд с Волоколамского ш. и Пятницкого ш. на МКАД, 68км, внешн. сторона, г. Москва;55.831801;37.393753;;;
Каширское ш., вл. 22А, из центра, г. Москва;55.658943;37.640108;;;
Силикатный 1-Й проезд, д.27, г. Москва;55.771175;37.511668;;;
ул.Фестивальная, напротив д. 2А, г. Москва;55.854761;37.475257;;;
Комсомольский просп., напротив д.18 по ул. Хамовнический Вал, из центра, г. Москва;55.719133;37.570901;;;
Панфиловский просп., к.160, г. Зеленоград, г. Москва;56.008963;37.201846;;;
ул.Вавилова, д.81, г. Москва;55.680405;37.547118;;;
ул.Декабристов, д.11, г. Москва;55.866435;37.597575;;;
МКАД, 85км (внутр. сторона, съезд 84) на Алтуфьевское ш., г. Москва;55.909408;37.586607;;;
Каширский проезд, д.19, с.1, г. Москва;55.655793;37.624242;;;
Новоспасский проезд, д.24 по ул.Крутицкий вал, г. Москва;55.729133;37.66195;;;
ул.Саларьевская, вл.7, с.1, д. Саларьево, Московский п-е, г. Москва;55.622897;37.42657;;;
ул.Вагоноремонтная, д.14, г. Москва;55.900642;37.524002;;;
ул.Сталеваров, д.8/22, к.2, съезд с МКАД, г. Москва;55.767119;37.840094;;;
ул.Нежинская, д.9, пересечение с ул. Веерная, г. Москва;55.710907;37.473039;;;
Северный бул., д.4, г. Москва;55.866664;37.608533;;;
ул.Фридриха Энгельса, д.25, в центр, г. Москва;55.773568;37.68443;;;
ул.Октябрьская, д.42, в центр, г. Москва;55.792483;37.613242;;;
ул.Ладожская, напротив д.16, г. Москва;55.771588;37.687554;;;
ул.Нижегородская, д.25, в центр, г. Москва;55.737073;37.694038;;;
 ФАД А-101 Москва-Рославль, 58км 800м (к Центру, из Центра), Вороновское п-е, г. Москва;55.325848;37.163118;;;
ул.Центральная, д.5, (от Варшавского ш., к Варшавскому ш.), с. Кленово, Кленовское п-е, г. Москва;55.332837;37.343525;;;
7км 10м ООТ «Верхнее Валуево»  (к Центру, из Центра), п. Валуево, Филимонковское п-е, г. Москва;55.579965;37.357413;;;
а/д Подъезд к г. Подольск, 22км 250м (из Центра, к Центру), г. Москва;55.320381;37.255856;;;
ФАД А-101 Москва-Рославль, 60км 750м (из Центра, к Центру), Вороновское п-е, г. Москва;55.310763;37.148888;;;
Киевское шоссе, 22 км. (из Центра), г. Москва;55.628013;37.426204;;;
Киевское шоссе, 21 км. (из Центра), г. Москва;55.632012;37.441497;;;
а/д Подъезд к г. Подольск, 26км 900м (к Центру, из Центра), г. Москва;55.297835;37.197255;;;
а/д Подъезд к г. Подольск, 30км (из Центра, к Центру), г. Москва;55.28245;37.156542;;;
ФАД А-101 Москва-Рославль, 61км 50м (к Центру, из Центра), Вороновское п-е, г. Москва;55.308055;37.146338;;;
ФАД А-101 Москва-Рославль, 63км 200м (к Центру, из Центра), Вороновское п-е, г. Москва;55.291557;37.129237;;;
а/д Чехов-Кресты, 2км 550м (от Калужского ш., к Калужскому ш.), г. Москва;55.255673;37.15548;;;
Боровское шоссе, 36км 400м (из Центра), г. Москва;55.578214;37.206864;;;
пос. Десеновское, ул. Яковлевская, поворот на снт Южное (к Калужскому шоссе, от Калужского шоссе), г. Москва;55.499398;37.384934;;;
Варшавское ш. (Подольск-А101 Москва-Малоярославец-Рославль) 12км 300м (из Центра, к Центру), г. Москва;55.370812;37.386825;;;
ФАД А-101 Москва-Рославль, 63км 450м (из Центра, к Центру), Вороновское п-е, г. Москва;55.28959;37.127023;;;
ФАД А-101 Москва-Рославль, 64км 600м (из Центра, к Центру), Вороновское п-е, г. Москва;55.280447;37.117808;;;
ФАД А-101 Москва-Рославль, 66км 050м (к Центру, из Центра), Вороновское п-е, г. Москва;55.274512;37.128935;;;
ФАД А-101 Москва-Рославль, 66км 300м (к Центру, из Центра), Вороновское п-е, г. Москва;55.274627;37.132637;;;
ФАД А-101 Москва-Рославль, 69км 500м (к Центру, из Центра), Роговское п-е, г. Москва;55.2672;37.11708;;;
Варшавское ш. (Подольск-А101 Москва-Малоярославец-Рославль) 19км 100м (из Центра, к Центру), г. Москва;55.336255;37.297218;;;
Варшавское ш. (Подольск-А101 Москва-Малоярославец-Рославль) 19км 300м (к Центру, из Центра), г. Москва;55.334935;37.29426;;;
Варшавское ш. (Подольск-А101 Москва-Малоярославец-Рославль) 8км 030м (к Центру), г. Москва;55.39566;37.436327;;;
г. Зеленоград, Алабушевская ул., у д.10 по ул. Александровка (от ул. Логвиненко, к ул. Логвиненко), г. Москва;55.98997;37.144482;;;
г. Зеленоград, Кутузовское шоссе 2км 400м (к Пятницкому шоссе), г. Москва;55.956622;37.185775;;;
г. Зеленоград, Кутузовское шоссе 2км 460м (от Пятницкого шоссе), г. Москва;55.957182;37.186598;;;
г. Зеленоград, ул. Алабушевская на пересечении с 684 проездом (к Ленинградскому ш., от Ленинградского ш.) , г. Москва;55.998053;37.160652;;;
г. Зеленоград, ул. Сосновая аллея д.2 (к Ленинградскому ш.), г. Москва;55.98038;37.256647;;;
а/д Ознобишино-Красное, д. Щапово (от Калужского ш., к Калужскому ш.), г. Москва;55.413937;37.410413;;;
Б. Косинская ул., у д.162 (к ул. Н.Старостина, от ул. Н. Старостина) , г. Москва;55.730737;37.8476;;;
Волжский б-р, д.10 (от Волгоградского пр-та, к Волгоградскому пр-ту) , г. Москва;55.714925;37.743232;;;
г.о. Троицк, ул. Центральная напротив д.12 (к Центру, из Центра), г. Москва;55.471973;37.303768;;;
Ленинградское шоссе, 26км 900м (к Центру), г. Москва;55.940567;37.36443;;;
Ленинградское шоссе, 28км 950м (к Центру), г. Москва;55.954138;37.344882;;;
Ленинградское шоссе, 29км 350м (из Центра), г. Москва;55.95699;37.341202;;;
Ленинградское шоссе, д.197 (к Центру), г. Москва;55.933868;37.374;;;
Новосходненское шоссе, 2 км 500м от Машкинского ш. (из Центра, к Центру), г. Москва;55.926978;37.363997;;;
Новосходненское шоссе, 600м от Машкинского ш. (из Центра, к Центру), г. Москва;55.91827;37.389832;;;
Новосходненское шоссе, д.3 (к Центру, из Центра), г. Москва;55.919762;37.383855;;;
ФАД А 101 «Москва-Рославль», д. Ватутинки, д. 13 (из Центра), г. Москва;55.492675;37.327544;;;
д. Десна, ул. Центральная, д. 98 (из Центра, к Центру), г. Москва;55.526328;37.383439;;;
 А107 «Малое московское кольцо, пос. Шишкин Лес», д. 44Б (к Калужскому шоссе, от Калужского шоссе) , г. Москва;55.41625;37.191956;;;
Киевское шоссе, 25 км 950м (к Центру), г. Москва;55.608096;37.351772;;;
поселение Новофедоровское, д. Кузнецово, ул. Центральная, д. 94 (от Киевского шоссе, к. Киевскому шоссе), г. Москва;55.451592;36.941438;;;
проезд Донелайтиса, д. 15 (к бульвару Яна Райниса, от бульвара Яна Райниса), г. Москва;55.84494;37.420335;;;
пос. Вороновское, а/д Юрьевка-Свитово, д. Юрьевка (от Калужского ш., к Калужскому ш.), г. Москва;55.325087;37.095223;;;
пос. Знамя Октября, д.5а (от Подольска, к Подольску), г. Москва;55.473722;37.536653;;;
Северо-Восточная хорда, напротив д.33 по ул. Зеленоградская (из Центра), г. Москва;55.876688;37.492345;;;
ул.Люблинская, д.2И, с.1, (от Волгоградского пр-та) , г. Москва;55.714123;37.727777;;;
ул.Николая Старостина, д.1, с.13, по ул. Суздальская (к МКАД), г. Москва;55.731347;37.845213;;;
МКАД, 100км 900м, внутренняя сторона , г. Москва;55.839035;37.809652;;;
МКАД, 102км 650м, внешняя сторона , г. Москва;55.827478;37.832512;;;
МКАД, 102км 950м, внешняя сторона , г. Москва;55.825335;37.834893;;;
